,movieId,title,genres
73,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
74,110,Braveheart (1995),Action|Drama|War
75,111,Taxi Driver (1976),Crime|Drama|Thriller
76,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
77,114,Margaret's Museum (1995),Drama
78,122,Boomerang (1992),Comedy|Romance
79,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
80,125,Flirting With Disaster (1996),Comedy
81,135,Down Periscope (1996),Comedy
82,141,"Birdcage, The (1996)",Comedy
83,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
84,147,"Basketball Diaries, The (1995)",Drama
85,150,Apollo 13 (1995),Adventure|Drama|IMAX
86,151,Rob Roy (1995),Action|Drama|Romance|War
87,152,"Addiction, The (1995)",Drama|Horror
88,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
89,154,Beauty of the Day (Belle de jour) (1967),Drama
90,158,Casper (1995),Adventure|Children
91,159,Clockers (1995),Crime|Drama|Mystery
92,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
93,161,Crimson Tide (1995),Drama|Thriller|War
94,162,Crumb (1994),Documentary
95,163,Desperado (1995),Action|Romance|Western
96,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
97,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
98,166,"Doom Generation, The (1995)",Comedy|Crime|Drama
99,168,First Knight (1995),Action|Drama|Romance
100,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
101,170,Hackers (1995),Action|Adventure|Crime|Thriller
102,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
103,173,Judge Dredd (1995),Action|Crime|Sci-Fi
104,174,Jury Duty (1995),Comedy
105,175,Kids (1995),Drama
106,177,Lord of Illusions (1995),Horror
107,180,Mallrats (1995),Comedy|Romance
108,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
109,185,"Net, The (1995)",Action|Crime|Thriller
110,186,Nine Months (1995),Comedy|Romance
111,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
112,190,Safe (1995),Thriller
113,191,"Scarlet Letter, The (1995)",Drama|Romance
114,194,Smoke (1995),Comedy|Drama
115,195,Something to Talk About (1995),Comedy|Drama|Romance
116,196,Species (1995),Horror|Sci-Fi
117,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
118,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
119,202,Total Eclipse (1995),Drama|Romance
120,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
121,204,Under Siege 2: Dark Territory (1995),Action
122,207,"Walk in the Clouds, A (1995)",Drama|Romance
123,208,Waterworld (1995),Action|Adventure|Sci-Fi
124,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
125,215,Before Sunrise (1995),Drama|Romance
126,216,Billy Madison (1995),Comedy
127,217,"Babysitter, The (1995)",Drama|Thriller
128,218,Boys on the Side (1995),Comedy|Drama
129,222,Circle of Friends (1995),Drama|Romance
130,223,Clerks (1994),Comedy
131,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
132,225,Disclosure (1994),Drama|Thriller
133,227,Drop Zone (1994),Action|Thriller
134,229,Death and the Maiden (1994),Drama|Thriller
135,230,Dolores Claiborne (1995),Drama|Thriller
136,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
137,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
138,233,Exotica (1994),Drama
139,235,Ed Wood (1994),Comedy|Drama
140,236,French Kiss (1995),Action|Comedy|Romance
141,237,Forget Paris (1995),Comedy|Romance
142,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
143,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
144,241,Fluke (1995),Children|Drama
145,242,Farinelli: il castrato (1994),Drama|Musical
146,246,Hoop Dreams (1994),Documentary
147,247,Heavenly Creatures (1994),Crime|Drama
148,248,Houseguest (1994),Comedy
149,249,Immortal Beloved (1994),Drama|Romance
150,250,Heavyweights (Heavy Weights) (1995),Children|Comedy
151,252,I.Q. (1994),Comedy|Romance
152,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
153,256,Junior (1994),Comedy|Sci-Fi
154,257,Just Cause (1995),Mystery|Thriller
155,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
156,261,Little Women (1994),Drama
157,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
158,266,Legends of the Fall (1994),Drama|Romance|War|Western
159,267,Major Payne (1995),Comedy
160,270,Love Affair (1994),Drama|Romance
161,271,Losing Isaiah (1995),Drama
162,272,"Madness of King George, The (1994)",Comedy|Drama
163,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
164,275,Mixed Nuts (1994),Comedy
165,276,Milk Money (1994),Comedy|Romance
166,277,Miracle on 34th Street (1994),Drama
167,280,Murder in the First (1995),Drama|Thriller
168,281,Nobody's Fool (1994),Comedy|Drama|Romance
169,282,Nell (1994),Drama
170,287,Nina Takes a Lover (1994),Comedy|Romance
171,288,Natural Born Killers (1994),Action|Crime|Thriller
172,289,Only You (1994),Comedy|Romance
173,290,Once Were Warriors (1994),Crime|Drama
174,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
175,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
176,299,Priest (1994),Drama
177,300,Quiz Show (1994),Drama
178,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
179,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
180,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
181,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
182,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
183,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
184,310,Rent-a-Kid (1995),Comedy
185,313,"Swan Princess, The (1994)",Animation|Children
186,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
187,315,"Specialist, The (1994)",Action|Drama|Thriller
188,316,Stargate (1994),Action|Adventure|Sci-Fi
189,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
190,319,Shallow Grave (1994),Comedy|Drama|Thriller
191,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
192,322,Swimming with Sharks (1995),Comedy|Drama
193,326,To Live (Huozhe) (1994),Drama
194,327,Tank Girl (1995),Action|Comedy|Sci-Fi
195,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
196,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
197,330,Tales from the Hood (1995),Action|Crime|Horror
198,333,Tommy Boy (1995),Comedy
199,337,What's Eating Gilbert Grape (1993),Drama
200,338,Virtuosity (1995),Action|Sci-Fi|Thriller
201,339,While You Were Sleeping (1995),Comedy|Romance
202,340,"War, The (1994)",Adventure|Drama|War
203,342,Muriel's Wedding (1994),Comedy
204,344,Ace Ventura: Pet Detective (1994),Comedy
205,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
206,347,Bitter Moon (1992),Drama|Film-Noir|Romance
207,348,Bullets Over Broadway (1994),Comedy
208,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
209,350,"Client, The (1994)",Drama|Mystery|Thriller
210,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
211,352,Crooklyn (1994),Comedy|Drama
212,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
213,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
214,357,Four Weddings and a Funeral (1994),Comedy|Romance
215,358,Higher Learning (1995),Drama
216,361,It Could Happen to You (1994),Comedy|Drama|Romance
217,362,"Jungle Book, The (1994)",Adventure|Children|Romance
218,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
219,365,Little Buddha (1993),Drama
220,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
221,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
222,368,Maverick (1994),Adventure|Comedy|Western
223,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
224,371,"Paper, The (1994)",Comedy|Drama
225,372,Reality Bites (1994),Comedy|Drama|Romance
226,373,Red Rock West (1992),Thriller
227,374,Richie Rich (1994),Children|Comedy
228,376,"River Wild, The (1994)",Action|Thriller
229,377,Speed (1994),Action|Romance|Thriller
230,378,Speechless (1994),Comedy|Romance
231,379,Timecop (1994),Action|Sci-Fi|Thriller
232,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
233,381,When a Man Loves a Woman (1994),Drama|Romance
234,382,Wolf (1994),Drama|Horror|Romance|Thriller
235,383,Wyatt Earp (1994),Western
236,393,Street Fighter (1994),Action|Adventure|Fantasy
237,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
238,407,In the Mouth of Madness (1995),Horror|Thriller
239,408,8 Seconds (1994),Drama
240,409,Above the Rim (1994),Crime|Drama
241,410,Addams Family Values (1993),Children|Comedy|Fantasy
242,413,Airheads (1994),Comedy
243,419,"Beverly Hillbillies, The (1993)",Comedy
244,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
245,421,Black Beauty (1994),Adventure|Children|Drama
246,422,Blink (1994),Thriller
247,428,"Bronx Tale, A (1993)",Drama
248,429,Cabin Boy (1994),Comedy
249,431,Carlito's Way (1993),Crime|Drama
250,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
251,434,Cliffhanger (1993),Action|Adventure|Thriller
252,435,Coneheads (1993),Comedy|Sci-Fi
253,436,Color of Night (1994),Drama|Thriller
254,440,Dave (1993),Comedy|Romance
255,441,Dazed and Confused (1993),Comedy
256,442,Demolition Man (1993),Action|Adventure|Sci-Fi
257,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
258,448,Fearless (1993),Drama
259,450,With Honors (1994),Comedy|Drama
260,454,"Firm, The (1993)",Drama|Thriller
261,455,Free Willy (1993),Adventure|Children|Drama
262,457,"Fugitive, The (1993)",Thriller
263,466,Hot Shots! Part Deux (1993),Action|Comedy|War
264,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
265,469,"House of the Spirits, The (1993)",Drama|Romance
266,471,"Hudsucker Proxy, The (1994)",Comedy
267,473,In the Army Now (1994),Comedy|War
268,474,In the Line of Fire (1993),Action|Thriller
269,475,In the Name of the Father (1993),Drama
270,477,What's Love Got to Do with It? (1993),Drama|Musical
271,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
272,481,Kalifornia (1993),Drama|Thriller
273,482,Killing Zoe (1994),Crime|Drama|Thriller
274,483,King of the Hill (1993),Drama
275,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
276,489,Made in America (1993),Comedy
277,491,"Man Without a Face, The (1993)",Drama
278,492,Manhattan Murder Mystery (1993),Comedy|Mystery
279,493,Menace II Society (1993),Action|Crime|Drama
280,494,Executive Decision (1996),Action|Adventure|Thriller
281,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
282,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
283,497,Much Ado About Nothing (1993),Comedy|Romance
284,500,Mrs. Doubtfire (1993),Comedy|Drama
285,501,Naked (1993),Drama
286,502,"Next Karate Kid, The (1994)",Action|Children|Romance
287,504,No Escape (1994),Action|Drama|Sci-Fi
288,506,Orlando (1992),Drama|Fantasy|Romance
289,507,"Perfect World, A (1993)",Crime|Drama|Thriller
290,508,Philadelphia (1993),Drama
291,509,"Piano, The (1993)",Drama|Romance
292,514,"Ref, The (1994)",Comedy
293,515,"Remains of the Day, The (1993)",Drama|Romance
294,516,Renaissance Man (1994),Comedy|Drama
295,517,Rising Sun (1993),Action|Drama|Mystery
296,518,"Road to Wellville, The (1994)",Comedy
297,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
298,520,Robin Hood: Men in Tights (1993),Comedy
299,522,Romper Stomper (1992),Action|Drama
300,524,Rudy (1993),Drama
301,529,Searching for Bobby Fischer (1993),Drama
302,532,Serial Mom (1994),Comedy|Crime|Horror
303,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
304,534,Shadowlands (1993),Drama|Romance
305,535,Short Cuts (1993),Drama
306,536,"Simple Twist of Fate, A (1994)",Drama
307,537,Sirens (1994),Drama
308,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
309,540,Sliver (1993),Thriller
310,541,Blade Runner (1982),Action|Sci-Fi|Thriller
311,542,Son in Law (1993),Comedy|Drama|Romance
312,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
313,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
314,547,Surviving the Game (1994),Action|Adventure|Thriller
315,548,Terminal Velocity (1994),Action|Mystery|Thriller
316,550,Threesome (1994),Comedy|Romance
317,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
318,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
319,553,Tombstone (1993),Action|Drama|Western
320,555,True Romance (1993),Crime|Thriller
321,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
322,562,Welcome to the Dollhouse (1995),Comedy|Drama
323,565,Cronos (1993),Drama|Horror
324,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
325,575,"Little Rascals, The (1994)",Children|Comedy
326,577,Andre (1994),Adventure|Children|Drama
327,581,"Celluloid Closet, The (1995)",Documentary
328,585,"Brady Bunch Movie, The (1995)",Comedy
329,586,Home Alone (1990),Children|Comedy
330,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
331,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
332,590,Dances with Wolves (1990),Adventure|Drama|Western
333,592,Batman (1989),Action|Crime|Thriller
334,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
335,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
336,596,Pinocchio (1940),Animation|Children|Fantasy|Musical
337,597,Pretty Woman (1990),Comedy|Romance
338,598,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
339,599,"Wild Bunch, The (1969)",Adventure|Western
340,605,One Fine Day (1996),Drama|Romance
341,608,Fargo (1996),Comedy|Crime|Drama|Thriller
342,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
343,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
344,613,Jane Eyre (1996),Drama|Romance
345,615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
346,616,"Aristocats, The (1970)",Animation|Children
347,627,"Last Supper, The (1995)",Drama|Thriller
348,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
349,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
350,637,Sgt. Bilko (1996),Comedy
351,640,Diabolique (1996),Drama|Thriller
352,647,Courage Under Fire (1996),Action|Crime|Drama|War
353,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
354,649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
355,650,Moll Flanders (1996),Drama
356,653,Dragonheart (1996),Action|Adventure|Fantasy
357,656,Eddie (1996),Comedy
358,659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
359,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
360,663,Kids in the Hall: Brain Candy (1996),Comedy
361,665,Underground (1995),Comedy|Drama|War
362,668,Song of the Little Road (Pather Panchali) (1955),Drama
363,670,"World of Apu, The (Apur Sansar) (1959)",Drama
364,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
365,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
366,674,Barbarella (1968),Adventure|Comedy|Sci-Fi
367,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
368,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
369,681,Coup de torchon (Clean Slate) (1981),Crime
370,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
371,691,Mrs. Winterbourne (1996),Comedy|Romance
372,696,Butterfly Kiss (1995),Drama|Thriller
373,702,Faces (1968),Drama
374,704,"Quest, The (1996)",Action|Adventure
375,705,Cosi (1996),Comedy
376,707,Mulholland Falls (1996),Crime|Drama|Thriller
377,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
378,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
379,710,Celtic Pride (1996),Comedy
380,714,Dead Man (1995),Drama|Mystery|Western
381,718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
382,719,Multiplicity (1996),Comedy
383,720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
384,724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
385,729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
386,733,"Rock, The (1996)",Action|Adventure|Thriller
387,735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
388,736,Twister (1996),Action|Adventure|Romance|Thriller
389,737,Barb Wire (1996),Action|Sci-Fi
390,741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
391,743,Spy Hard (1996),Comedy
392,745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
393,747,"Stupids, The (1996)",Comedy
394,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
395,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
396,754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children
397,760,Stalingrad (1993),Drama|War
398,761,"Phantom, The (1996)",Action|Adventure
399,762,Striptease (1996),Comedy|Crime
400,765,Jack (1996),Comedy|Drama
401,766,I Shot Andy Warhol (1996),Drama
402,778,Trainspotting (1996),Comedy|Crime|Drama
403,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
404,781,Stealing Beauty (1996),Drama
405,782,"Fan, The (1996)",Drama|Thriller
406,783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
407,784,"Cable Guy, The (1996)",Comedy|Thriller
408,785,Kingpin (1996),Comedy
409,786,Eraser (1996),Action|Drama|Thriller
410,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
411,798,Daylight (1996),Action|Adventure|Drama|Thriller
412,799,"Frighteners, The (1996)",Comedy|Horror|Thriller
413,800,Lone Star (1996),Drama|Mystery|Western
414,801,Harriet the Spy (1996),Children|Comedy
415,802,Phenomenon (1996),Drama|Romance
416,803,Walking and Talking (1996),Comedy|Drama|Romance
417,805,"Time to Kill, A (1996)",Drama|Thriller
418,818,"Very Brady Sequel, A (1996)",Comedy
419,828,"Adventures of Pinocchio, The (1996)",Adventure|Children
420,829,Joe's Apartment (1996),Comedy|Fantasy|Musical
421,830,"First Wives Club, The (1996)",Comedy
422,832,Ransom (1996),Crime|Thriller
423,833,High School High (1996),Comedy
424,835,Foxfire (1996),Drama
425,836,Chain Reaction (1996),Action|Adventure|Thriller
426,837,Matilda (1996),Children|Comedy|Fantasy
427,838,Emma (1996),Comedy|Drama|Romance
428,839,"Crow: City of Angels, The (1996)",Action|Thriller
429,848,"Spitfire Grill, The (1996)",Drama
430,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
431,851,Basquiat (1996),Drama
432,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
433,866,Bound (1996),Crime|Drama|Romance|Thriller
434,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
435,885,Bogus (1996),Children|Drama|Fantasy
436,891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
437,898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
438,899,Singin' in the Rain (1952),Comedy|Musical|Romance
439,900,"American in Paris, An (1951)",Musical|Romance
440,901,Funny Face (1957),Comedy|Musical
441,902,Breakfast at Tiffany's (1961),Drama|Romance
442,903,Vertigo (1958),Drama|Mystery|Romance|Thriller
443,904,Rear Window (1954),Mystery|Thriller
444,905,It Happened One Night (1934),Comedy|Romance
445,906,Gaslight (1944),Drama|Thriller
446,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
447,908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
448,909,"Apartment, The (1960)",Comedy|Drama|Romance
449,910,Some Like It Hot (1959),Comedy|Crime
450,911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
451,912,Casablanca (1942),Drama|Romance
452,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
453,914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
454,915,Sabrina (1954),Comedy|Romance
455,916,Roman Holiday (1953),Comedy|Drama|Romance
456,917,"Little Princess, The (1939)",Children|Drama
457,918,Meet Me in St. Louis (1944),Musical
458,919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
459,920,Gone with the Wind (1939),Drama|Romance|War
460,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
461,923,Citizen Kane (1941),Drama|Mystery
462,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
463,926,All About Eve (1950),Drama
464,927,"Women, The (1939)",Comedy
465,928,Rebecca (1940),Drama|Mystery|Romance|Thriller
466,929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
467,930,Notorious (1946),Film-Noir|Romance|Thriller
468,931,Spellbound (1945),Mystery|Romance|Thriller
469,932,"Affair to Remember, An (1957)",Drama|Romance
470,933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
471,936,Ninotchka (1939),Comedy|Romance
472,937,Love in the Afternoon (1957),Comedy|Romance
473,938,Gigi (1958),Musical
474,940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
475,942,Laura (1944),Crime|Film-Noir|Mystery
476,943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
477,944,Lost Horizon (1937),Drama
478,945,Top Hat (1935),Comedy|Musical|Romance
479,946,To Be or Not to Be (1942),Comedy|Drama|War
480,947,My Man Godfrey (1936),Comedy|Romance
481,948,Giant (1956),Drama|Romance|Western
482,949,East of Eden (1955),Drama
483,950,"Thin Man, The (1934)",Comedy|Crime
484,951,His Girl Friday (1940),Comedy|Romance
485,952,Around the World in 80 Days (1956),Adventure|Comedy
486,953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
487,954,Mr. Smith Goes to Washington (1939),Drama
488,955,Bringing Up Baby (1938),Comedy|Romance
489,956,Penny Serenade (1941),Drama|Romance
490,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
491,968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
492,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
493,971,Cat on a Hot Tin Roof (1958),Drama
494,973,Meet John Doe (1941),Comedy|Drama
495,982,Picnic (1955),Drama
496,986,Fly Away Home (1996),Adventure|Children
497,987,Bliss (1997),Drama|Romance
498,990,Maximum Risk (1996),Action|Adventure|Thriller
499,991,Michael Collins (1996),Drama
500,994,Big Night (1996),Comedy|Drama
501,996,Last Man Standing (1996),Action|Crime|Drama|Thriller
502,999,2 Days in the Valley (1996),Crime|Film-Noir
503,1000,Curdled (1996),Crime
504,1004,"Glimmer Man, The (1996)",Action|Thriller
