,movieId,title,genres
73,100,City Hall (1996),Drama|Thriller
74,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
75,102,Mr. Wrong (1996),Comedy
76,104,Happy Gilmore (1996),Comedy
77,105,"Bridges of Madison County, The (1995)",Drama|Romance
78,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
79,110,Braveheart (1995),Action|Drama|War
80,111,Taxi Driver (1976),Crime|Drama|Thriller
81,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
82,114,Margaret's Museum (1995),Drama
83,122,Boomerang (1992),Comedy|Romance
84,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
85,125,Flirting With Disaster (1996),Comedy
86,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
87,130,Angela (1995),Drama
88,132,Jade (1995),Thriller
89,135,Down Periscope (1996),Comedy
90,140,Up Close and Personal (1996),Drama|Romance
91,141,"Birdcage, The (1996)",Comedy
92,144,"Brothers McMullen, The (1995)",Comedy
93,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
94,147,"Basketball Diaries, The (1995)",Drama
95,150,Apollo 13 (1995),Adventure|Drama|IMAX
96,151,Rob Roy (1995),Action|Drama|Romance|War
97,152,"Addiction, The (1995)",Drama|Horror
98,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
99,154,Beauty of the Day (Belle de jour) (1967),Drama
100,157,Canadian Bacon (1995),Comedy|War
101,158,Casper (1995),Adventure|Children
102,159,Clockers (1995),Crime|Drama|Mystery
103,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
104,161,Crimson Tide (1995),Drama|Thriller|War
105,162,Crumb (1994),Documentary
106,163,Desperado (1995),Action|Romance|Western
107,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
108,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
109,166,"Doom Generation, The (1995)",Comedy|Crime|Drama
110,168,First Knight (1995),Action|Drama|Romance
111,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
112,170,Hackers (1995),Action|Adventure|Crime|Thriller
113,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
114,173,Judge Dredd (1995),Action|Crime|Sci-Fi
115,174,Jury Duty (1995),Comedy
116,175,Kids (1995),Drama
117,176,Living in Oblivion (1995),Comedy
118,177,Lord of Illusions (1995),Horror
119,180,Mallrats (1995),Comedy|Romance
120,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
121,184,Nadja (1994),Drama
122,185,"Net, The (1995)",Action|Crime|Thriller
123,186,Nine Months (1995),Comedy|Romance
124,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
125,190,Safe (1995),Thriller
126,191,"Scarlet Letter, The (1995)",Drama|Romance
127,193,Showgirls (1995),Drama
128,194,Smoke (1995),Comedy|Drama
129,195,Something to Talk About (1995),Comedy|Drama|Romance
130,196,Species (1995),Horror|Sci-Fi
131,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
132,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
133,202,Total Eclipse (1995),Drama|Romance
134,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
135,204,Under Siege 2: Dark Territory (1995),Action
136,207,"Walk in the Clouds, A (1995)",Drama|Romance
137,208,Waterworld (1995),Action|Adventure|Sci-Fi
138,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
139,214,Before the Rain (Pred dozhdot) (1994),Drama|War
140,215,Before Sunrise (1995),Drama|Romance
141,216,Billy Madison (1995),Comedy
142,217,"Babysitter, The (1995)",Drama|Thriller
143,218,Boys on the Side (1995),Comedy|Drama
144,222,Circle of Friends (1995),Drama|Romance
145,223,Clerks (1994),Comedy
146,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
147,225,Disclosure (1994),Drama|Thriller
148,227,Drop Zone (1994),Action|Thriller
149,229,Death and the Maiden (1994),Drama|Thriller
150,230,Dolores Claiborne (1995),Drama|Thriller
151,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
152,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
153,233,Exotica (1994),Drama
154,235,Ed Wood (1994),Comedy|Drama
155,236,French Kiss (1995),Action|Comedy|Romance
156,237,Forget Paris (1995),Comedy|Romance
157,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
158,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
159,241,Fluke (1995),Children|Drama
160,242,Farinelli: il castrato (1994),Drama|Musical
161,245,The Glass Shield (1994),Crime|Drama
162,246,Hoop Dreams (1994),Documentary
163,247,Heavenly Creatures (1994),Crime|Drama
164,248,Houseguest (1994),Comedy
165,249,Immortal Beloved (1994),Drama|Romance
166,250,Heavyweights (Heavy Weights) (1995),Children|Comedy
167,252,I.Q. (1994),Comedy|Romance
168,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
169,256,Junior (1994),Comedy|Sci-Fi
170,257,Just Cause (1995),Mystery|Thriller
171,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
172,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
173,261,Little Women (1994),Drama
174,262,"Little Princess, A (1995)",Children|Drama
175,263,Ladybird Ladybird (1994),Drama
176,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
177,266,Legends of the Fall (1994),Drama|Romance|War|Western
178,267,Major Payne (1995),Comedy
179,270,Love Affair (1994),Drama|Romance
180,271,Losing Isaiah (1995),Drama
181,272,"Madness of King George, The (1994)",Comedy|Drama
182,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
183,275,Mixed Nuts (1994),Comedy
184,276,Milk Money (1994),Comedy|Romance
185,277,Miracle on 34th Street (1994),Drama
186,280,Murder in the First (1995),Drama|Thriller
187,281,Nobody's Fool (1994),Comedy|Drama|Romance
188,282,Nell (1994),Drama
189,287,Nina Takes a Lover (1994),Comedy|Romance
190,288,Natural Born Killers (1994),Action|Crime|Thriller
191,289,Only You (1994),Comedy|Romance
192,290,Once Were Warriors (1994),Crime|Drama
193,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
194,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
195,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
196,299,Priest (1994),Drama
197,300,Quiz Show (1994),Drama
198,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
199,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
200,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
201,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
202,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
203,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
204,310,Rent-a-Kid (1995),Comedy
205,313,"Swan Princess, The (1994)",Animation|Children
206,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
207,315,"Specialist, The (1994)",Action|Drama|Thriller
208,316,Stargate (1994),Action|Adventure|Sci-Fi
209,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
210,318,"Shawshank Redemption, The (1994)",Crime|Drama
211,319,Shallow Grave (1994),Comedy|Drama|Thriller
212,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
213,322,Swimming with Sharks (1995),Comedy|Drama
214,326,To Live (Huozhe) (1994),Drama
215,327,Tank Girl (1995),Action|Comedy|Sci-Fi
216,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
217,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
218,330,Tales from the Hood (1995),Action|Crime|Horror
219,332,Village of the Damned (1995),Horror|Sci-Fi
220,333,Tommy Boy (1995),Comedy
221,334,Vanya on 42nd Street (1994),Drama
222,337,What's Eating Gilbert Grape (1993),Drama
223,338,Virtuosity (1995),Action|Sci-Fi|Thriller
224,339,While You Were Sleeping (1995),Comedy|Romance
225,340,"War, The (1994)",Adventure|Drama|War
226,342,Muriel's Wedding (1994),Comedy
227,344,Ace Ventura: Pet Detective (1994),Comedy
228,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
229,347,Bitter Moon (1992),Drama|Film-Noir|Romance
230,348,Bullets Over Broadway (1994),Comedy
231,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
232,350,"Client, The (1994)",Drama|Mystery|Thriller
233,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
234,352,Crooklyn (1994),Comedy|Drama
235,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
236,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
237,356,Forrest Gump (1994),Comedy|Drama|Romance|War
238,357,Four Weddings and a Funeral (1994),Comedy|Romance
239,358,Higher Learning (1995),Drama
240,361,It Could Happen to You (1994),Comedy|Drama|Romance
241,362,"Jungle Book, The (1994)",Adventure|Children|Romance
242,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
243,365,Little Buddha (1993),Drama
244,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
245,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
246,368,Maverick (1994),Adventure|Comedy|Western
247,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
248,371,"Paper, The (1994)",Comedy|Drama
249,372,Reality Bites (1994),Comedy|Drama|Romance
250,373,Red Rock West (1992),Thriller
251,374,Richie Rich (1994),Children|Comedy
252,376,"River Wild, The (1994)",Action|Thriller
253,377,Speed (1994),Action|Romance|Thriller
254,378,Speechless (1994),Comedy|Romance
255,379,Timecop (1994),Action|Sci-Fi|Thriller
256,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
257,381,When a Man Loves a Woman (1994),Drama|Romance
258,382,Wolf (1994),Drama|Horror|Romance|Thriller
259,383,Wyatt Earp (1994),Western
260,386,S.F.W. (1994),Drama
261,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
262,393,Street Fighter (1994),Action|Adventure|Fantasy
263,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
264,407,In the Mouth of Madness (1995),Horror|Thriller
265,408,8 Seconds (1994),Drama
266,409,Above the Rim (1994),Crime|Drama
267,410,Addams Family Values (1993),Children|Comedy|Fantasy
268,412,"Age of Innocence, The (1993)",Drama
269,413,Airheads (1994),Comedy
270,414,"Air Up There, The (1994)",Comedy
271,417,Barcelona (1994),Comedy|Romance
272,419,"Beverly Hillbillies, The (1993)",Comedy
273,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
274,421,Black Beauty (1994),Adventure|Children|Drama
275,422,Blink (1994),Thriller
276,428,"Bronx Tale, A (1993)",Drama
277,429,Cabin Boy (1994),Comedy
278,431,Carlito's Way (1993),Crime|Drama
279,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
280,434,Cliffhanger (1993),Action|Adventure|Thriller
281,435,Coneheads (1993),Comedy|Sci-Fi
282,436,Color of Night (1994),Drama|Thriller
283,439,Dangerous Game (1993),Drama
284,440,Dave (1993),Comedy|Romance
285,441,Dazed and Confused (1993),Comedy
286,442,Demolition Man (1993),Action|Adventure|Sci-Fi
287,443,"Endless Summer 2, The (1994)",Adventure|Documentary
288,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
289,448,Fearless (1993),Drama
290,450,With Honors (1994),Comedy|Drama
291,454,"Firm, The (1993)",Drama|Thriller
292,455,Free Willy (1993),Adventure|Children|Drama
293,456,Fresh (1994),Crime|Drama|Thriller
294,457,"Fugitive, The (1993)",Thriller
295,464,Hard Target (1993),Action|Adventure|Crime|Thriller
296,466,Hot Shots! Part Deux (1993),Action|Comedy|War
297,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
298,469,"House of the Spirits, The (1993)",Drama|Romance
299,471,"Hudsucker Proxy, The (1994)",Comedy
300,473,In the Army Now (1994),Comedy|War
301,474,In the Line of Fire (1993),Action|Thriller
302,475,In the Name of the Father (1993),Drama
303,476,"Inkwell, The (1994)",Comedy|Drama
304,477,What's Love Got to Do with It? (1993),Drama|Musical
305,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
306,481,Kalifornia (1993),Drama|Thriller
307,482,Killing Zoe (1994),Crime|Drama|Thriller
308,483,King of the Hill (1993),Drama
309,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
310,489,Made in America (1993),Comedy
311,491,"Man Without a Face, The (1993)",Drama
312,492,Manhattan Murder Mystery (1993),Comedy|Mystery
313,493,Menace II Society (1993),Action|Crime|Drama
314,494,Executive Decision (1996),Action|Adventure|Thriller
315,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
316,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
317,497,Much Ado About Nothing (1993),Comedy|Romance
318,500,Mrs. Doubtfire (1993),Comedy|Drama
319,501,Naked (1993),Drama
320,502,"Next Karate Kid, The (1994)",Action|Children|Romance
321,504,No Escape (1994),Action|Drama|Sci-Fi
322,506,Orlando (1992),Drama|Fantasy|Romance
323,507,"Perfect World, A (1993)",Crime|Drama|Thriller
324,508,Philadelphia (1993),Drama
325,509,"Piano, The (1993)",Drama|Romance
326,511,"Program, The (1993)",Action|Drama
327,513,Radioland Murders (1994),Comedy|Mystery|Romance
328,514,"Ref, The (1994)",Comedy
329,515,"Remains of the Day, The (1993)",Drama|Romance
330,516,Renaissance Man (1994),Comedy|Drama
331,517,Rising Sun (1993),Action|Drama|Mystery
332,518,"Road to Wellville, The (1994)",Comedy
333,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
334,520,Robin Hood: Men in Tights (1993),Comedy
335,521,Romeo Is Bleeding (1993),Crime|Thriller
336,522,Romper Stomper (1992),Action|Drama
337,524,Rudy (1993),Drama
338,527,Schindler's List (1993),Drama|War
339,529,Searching for Bobby Fischer (1993),Drama
340,531,"Secret Garden, The (1993)",Children|Drama
341,532,Serial Mom (1994),Comedy|Crime|Horror
342,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
343,534,Shadowlands (1993),Drama|Romance
344,535,Short Cuts (1993),Drama
345,536,"Simple Twist of Fate, A (1994)",Drama
346,537,Sirens (1994),Drama
347,538,Six Degrees of Separation (1993),Drama
348,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
349,540,Sliver (1993),Thriller
350,541,Blade Runner (1982),Action|Sci-Fi|Thriller
351,542,Son in Law (1993),Comedy|Drama|Romance
352,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
353,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
354,547,Surviving the Game (1994),Action|Adventure|Thriller
355,548,Terminal Velocity (1994),Action|Mystery|Thriller
356,550,Threesome (1994),Comedy|Romance
357,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
358,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
359,553,Tombstone (1993),Action|Drama|Western
360,555,True Romance (1993),Crime|Thriller
361,556,"War Room, The (1993)",Documentary
362,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
363,559,"Paris, France (1993)",Comedy
364,562,Welcome to the Dollhouse (1995),Comedy|Drama
365,565,Cronos (1993),Drama|Horror
366,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
367,575,"Little Rascals, The (1994)",Children|Comedy
368,577,Andre (1994),Adventure|Children|Drama
369,581,"Celluloid Closet, The (1995)",Documentary
370,583,Dear Diary (Caro Diario) (1994),Comedy|Drama
371,585,"Brady Bunch Movie, The (1995)",Comedy
372,586,Home Alone (1990),Children|Comedy
373,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
374,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
375,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
376,590,Dances with Wolves (1990),Adventure|Drama|Western
377,592,Batman (1989),Action|Crime|Thriller
378,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
379,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
380,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
381,596,Pinocchio (1940),Animation|Children|Fantasy|Musical
382,597,Pretty Woman (1990),Comedy|Romance
383,598,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
384,599,"Wild Bunch, The (1969)",Adventure|Western
385,605,One Fine Day (1996),Drama|Romance
386,608,Fargo (1996),Comedy|Crime|Drama|Thriller
387,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
388,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
389,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
390,613,Jane Eyre (1996),Drama|Romance
391,615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
392,616,"Aristocats, The (1970)",Animation|Children
393,627,"Last Supper, The (1995)",Drama|Thriller
394,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
395,630,Carried Away (1996),Drama|Romance
396,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
397,632,Land and Freedom (Tierra y libertad) (1995),Drama|War
398,635,"Family Thing, A (1996)",Comedy|Drama
399,637,Sgt. Bilko (1996),Comedy
400,640,Diabolique (1996),Drama|Thriller
401,647,Courage Under Fire (1996),Action|Crime|Drama|War
402,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
403,649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
404,650,Moll Flanders (1996),Drama
405,653,Dragonheart (1996),Action|Adventure|Fantasy
406,656,Eddie (1996),Comedy
407,659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
408,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
409,662,Fear (1996),Thriller
410,663,Kids in the Hall: Brain Candy (1996),Comedy
411,665,Underground (1995),Comedy|Drama|War
412,666,All Things Fair (Lust och fägring stor) (1995),Drama|Romance|War
413,668,Song of the Little Road (Pather Panchali) (1955),Drama
414,670,"World of Apu, The (Apur Sansar) (1959)",Drama
415,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
416,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
417,674,Barbarella (1968),Adventure|Comedy|Sci-Fi
418,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
419,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
420,681,Coup de torchon (Clean Slate) (1981),Crime
421,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
422,691,Mrs. Winterbourne (1996),Comedy|Romance
423,696,Butterfly Kiss (1995),Drama|Thriller
424,702,Faces (1968),Drama
425,704,"Quest, The (1996)",Action|Adventure
426,705,Cosi (1996),Comedy
427,707,Mulholland Falls (1996),Crime|Drama|Thriller
428,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
429,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
430,710,Celtic Pride (1996),Comedy
431,711,Flipper (1996),Adventure|Children
432,714,Dead Man (1995),Drama|Mystery|Western
433,718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
434,719,Multiplicity (1996),Comedy
435,720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
436,724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
437,728,Cold Comfort Farm (1995),Comedy
438,729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
439,733,"Rock, The (1996)",Action|Adventure|Thriller
440,735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
441,736,Twister (1996),Action|Adventure|Romance|Thriller
442,737,Barb Wire (1996),Action|Sci-Fi
443,741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
444,742,Thinner (1996),Horror|Thriller
445,743,Spy Hard (1996),Comedy
446,745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
447,747,"Stupids, The (1996)",Comedy
448,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
449,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
450,754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children
451,757,Ashes of Time (Dung che sai duk) (1994),Drama
452,760,Stalingrad (1993),Drama|War
453,761,"Phantom, The (1996)",Action|Adventure
454,762,Striptease (1996),Comedy|Crime
455,765,Jack (1996),Comedy|Drama
456,766,I Shot Andy Warhol (1996),Drama
457,777,Pharaoh's Army (1995),War
458,778,Trainspotting (1996),Comedy|Crime|Drama
459,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
460,781,Stealing Beauty (1996),Drama
461,782,"Fan, The (1996)",Drama|Thriller
462,783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
463,784,"Cable Guy, The (1996)",Comedy|Thriller
464,785,Kingpin (1996),Comedy
465,786,Eraser (1996),Action|Drama|Thriller
466,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
467,798,Daylight (1996),Action|Adventure|Drama|Thriller
468,799,"Frighteners, The (1996)",Comedy|Horror|Thriller
469,800,Lone Star (1996),Drama|Mystery|Western
470,801,Harriet the Spy (1996),Children|Comedy
471,802,Phenomenon (1996),Drama|Romance
472,803,Walking and Talking (1996),Comedy|Drama|Romance
473,805,"Time to Kill, A (1996)",Drama|Thriller
474,818,"Very Brady Sequel, A (1996)",Comedy
475,828,"Adventures of Pinocchio, The (1996)",Adventure|Children
476,829,Joe's Apartment (1996),Comedy|Fantasy|Musical
477,830,"First Wives Club, The (1996)",Comedy
478,832,Ransom (1996),Crime|Thriller
479,833,High School High (1996),Comedy
480,834,Phat Beach (1996),Comedy
481,835,Foxfire (1996),Drama
482,836,Chain Reaction (1996),Action|Adventure|Thriller
483,837,Matilda (1996),Children|Comedy|Fantasy
484,838,Emma (1996),Comedy|Drama|Romance
485,839,"Crow: City of Angels, The (1996)",Action|Thriller
486,841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
487,842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
488,846,Flirt (1995),Drama
489,848,"Spitfire Grill, The (1996)",Drama
490,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
491,851,Basquiat (1996),Drama
492,852,Tin Cup (1996),Comedy|Drama|Romance
493,858,"Godfather, The (1972)",Crime|Drama
494,861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
495,862,Manny & Lo (1996),Drama
496,866,Bound (1996),Crime|Drama|Romance|Thriller
497,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
498,881,First Kid (1996),Children|Comedy
499,885,Bogus (1996),Children|Drama|Fantasy
500,886,Bulletproof (1996),Action|Comedy|Crime
501,891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
502,892,Twelfth Night (1996),Comedy|Drama|Romance
503,893,Mother Night (1996),Drama
504,898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
505,899,Singin' in the Rain (1952),Comedy|Musical|Romance
506,900,"American in Paris, An (1951)",Musical|Romance
507,901,Funny Face (1957),Comedy|Musical
508,902,Breakfast at Tiffany's (1961),Drama|Romance
