,rating,account_id,deal_id,UnixTime,time
28,5.0,A2TVNV8HSMJ96F,B00UART7YI,1530921600,2018-07-07
29,5.0,A3QADFGZF8DY6F,0005119367,1513641600,2017-12-19
30,5.0,A3QADFGZF8DY6F,6303257828,1513641600,2017-12-19
31,5.0,A3QADFGZF8DY6F,6304140908,1513641600,2017-12-19
32,5.0,A3QADFGZF8DY6F,B000Y5JFNY,1513641600,2017-12-19
33,5.0,A3QADFGZF8DY6F,B000Y5JFNY,1513641600,2017-12-19
34,5.0,A3QADFGZF8DY6F,B00CQ9VEDK,1513641600,2017-12-19
35,5.0,A2PDG5GOBZQNAJ,0005119367,1513555200,2017-12-18
36,5.0,A2PDG5GOBZQNAJ,6303257828,1513555200,2017-12-18
37,5.0,A2PDG5GOBZQNAJ,6304140908,1513555200,2017-12-18
38,5.0,A2PDG5GOBZQNAJ,B00004VVOY,1513555200,2017-12-18
39,5.0,A2PDG5GOBZQNAJ,B00004VVP2,1513555200,2017-12-18
40,5.0,A2PDG5GOBZQNAJ,B00004VVOV,1513555200,2017-12-18
41,5.0,A2PDG5GOBZQNAJ,B0009TIAI6,1513555200,2017-12-18
42,5.0,A2PDG5GOBZQNAJ,B000FUOUEM,1513555200,2017-12-18
43,5.0,A2PDG5GOBZQNAJ,B005LAIH5O,1513555200,2017-12-18
44,5.0,A2PDG5GOBZQNAJ,B00J7YV7H0,1513555200,2017-12-18
45,5.0,A2PDG5GOBZQNAJ,B00OV3VGP0,1513555200,2017-12-18
46,5.0,A2PDG5GOBZQNAJ,B00PV09C3U,1513555200,2017-12-18
47,5.0,A3TOM5F89LBHTS,0005119367,1510704000,2017-11-15
48,5.0,A3TOM5F89LBHTS,B00000F7AE,1510704000,2017-11-15
49,5.0,A3TOM5F89LBHTS,B00EZQOLKA,1510704000,2017-11-15
50,5.0,A1JIMI62S97NU4,0005119367,1500681600,2017-07-22
51,5.0,A1JIMI62S97NU4,0783227272,1500681600,2017-07-22
52,5.0,A1JIMI62S97NU4,B00004VVP2,1500681600,2017-07-22
53,5.0,A1JIMI62S97NU4,B004EPYZP8,1500681600,2017-07-22
54,5.0,AT7B39VLOVAVA,0005119367,1515801600,2018-01-13
55,5.0,AT7B39VLOVAVA,B00004VVOY,1515801600,2018-01-13
56,5.0,AT7B39VLOVAVA,B00004YA66,1515801600,2018-01-13
57,5.0,AT7B39VLOVAVA,7799444371,1515801600,2018-01-13
58,5.0,A2FDLXW6D4XUDY,0307142493,1517097600,2018-01-28
59,5.0,A2FDLXW6D4XUDY,B00005NB93,1517097600,2018-01-28
60,5.0,A2FDLXW6D4XUDY,B00NYC7PG8,1503100800,2017-08-19
61,5.0,A2RU4ANZSSVX48,0307142493,1507939200,2017-10-14
62,5.0,A2RU4ANZSSVX48,6302503795,1507939200,2017-10-14
63,5.0,A2RU4ANZSSVX48,B001AQT112,1506729600,2017-09-30
64,5.0,A2RU4ANZSSVX48,B0056YMDU0,1506729600,2017-09-30
65,5.0,A2RU4ANZSSVX48,B00CWZUOV6,1507939200,2017-10-14
66,5.0,A2RU4ANZSSVX48,B00M3O6CSU,1506729600,2017-09-30
67,5.0,A2RU4ANZSSVX48,B00XVJ3MW0,1507939200,2017-10-14
68,5.0,A2RU4ANZSSVX48,B014TC60LC,1507939200,2017-10-14
69,5.0,APY15SD1DM0LQ,0307142493,1525305600,2018-05-03
70,5.0,APY15SD1DM0LQ,6302503795,1525305600,2018-05-03
71,5.0,APY15SD1DM0LQ,B0053WQE6O,1509062400,2017-10-27
72,5.0,APY15SD1DM0LQ,B00CWZUOV6,1525305600,2018-05-03
73,5.0,A203GFDF90DSWD,0307142493,1523232000,2018-04-09
74,5.0,A203GFDF90DSWD,B00JIW9S1S,1523232000,2018-04-09
75,5.0,A203GFDF90DSWD,B0112HPVEY,1512691200,2017-12-08
76,5.0,A203GFDF90DSWD,B01690GTK4,1512691200,2017-12-08
77,5.0,AUKSSAPN7UHR9,0307142493,1522627200,2018-04-02
78,5.0,AUKSSAPN7UHR9,6304233639,1522627200,2018-04-02
79,5.0,AUKSSAPN7UHR9,6304994567,1522627200,2018-04-02
80,5.0,AUKSSAPN7UHR9,6304994540,1522627200,2018-04-02
81,5.0,AUKSSAPN7UHR9,6305169187,1522627200,2018-04-02
82,5.0,AUKSSAPN7UHR9,B00VGQJLDO,1522627200,2018-04-02
83,5.0,AQR19AO0WYEG8,0307142493,1518134400,2018-02-09
84,5.0,AQR19AO0WYEG8,0788812467,1518393600,2018-02-12
85,5.0,AQR19AO0WYEG8,078887148X,1518393600,2018-02-12
86,5.0,AQR19AO0WYEG8,6302503795,1518393600,2018-02-12
87,5.0,AQR19AO0WYEG8,6303394345,1518393600,2018-02-12
88,5.0,AQR19AO0WYEG8,6303534422,1518393600,2018-02-12
89,5.0,AQR19AO0WYEG8,6303925243,1518393600,2018-02-12
90,5.0,AQR19AO0WYEG8,6303998046,1518393600,2018-02-12
91,5.0,AQR19AO0WYEG8,6304118937,1518393600,2018-02-12
92,5.0,AQR19AO0WYEG8,6304310099,1518134400,2018-02-09
93,5.0,AQR19AO0WYEG8,6305950539,1518134400,2018-02-09
94,5.0,AQR19AO0WYEG8,7883704559,1518393600,2018-02-12
95,5.0,AQR19AO0WYEG8,B000035Z46,1518393600,2018-02-12
96,5.0,AQR19AO0WYEG8,B00003CXQ0,1518393600,2018-02-12
97,5.0,AQR19AO0WYEG8,B00004W46G,1518393600,2018-02-12
98,5.0,AQR19AO0WYEG8,B0000524ET,1518134400,2018-02-09
99,5.0,AQR19AO0WYEG8,B0000524ES,1518134400,2018-02-09
100,5.0,AQR19AO0WYEG8,B00068NVG6,1518134400,2018-02-09
101,5.0,AQR19AO0WYEG8,B0009TIAI6,1518393600,2018-02-12
102,5.0,AQR19AO0WYEG8,B000Q66FB6,1518393600,2018-02-12
103,5.0,AQR19AO0WYEG8,B001CO42J8,1518393600,2018-02-12
104,5.0,AQR19AO0WYEG8,B00275EHJG,1518393600,2018-02-12
105,5.0,AQR19AO0WYEG8,B004HO6I4M,1518393600,2018-02-12
106,5.0,AQR19AO0WYEG8,B004ZBAB3Q,1518393600,2018-02-12
107,5.0,AQR19AO0WYEG8,B005LAII0I,1518393600,2018-02-12
108,5.0,AQR19AO0WYEG8,B00720OO0S,1518134400,2018-02-09
109,5.0,AQR19AO0WYEG8,B00H5NY7DQ,1518393600,2018-02-12
110,5.0,AQR19AO0WYEG8,B00O4ZC57I,1518393600,2018-02-12
111,5.0,AQR19AO0WYEG8,B00REG9GEE,1518134400,2018-02-09
112,5.0,AQR19AO0WYEG8,B00S1VR6A2,1518134400,2018-02-09
113,5.0,AQR19AO0WYEG8,B014FXKLKG,1518393600,2018-02-12
114,5.0,AQR19AO0WYEG8,B015I145X8,1518393600,2018-02-12
115,5.0,AQR19AO0WYEG8,B01ADFI78I,1518134400,2018-02-09
116,5.0,A552EIXKHRTHG,0375810331,1511136000,2017-11-20
117,5.0,A552EIXKHRTHG,6303118240,1512604800,2017-12-07
118,5.0,A552EIXKHRTHG,7799127775,1511136000,2017-11-20
119,5.0,A552EIXKHRTHG,B00003CXBK,1515456000,2018-01-09
120,5.0,AKFH4E4XGF29R,0375810331,1508976000,2017-10-26
121,5.0,AKFH4E4XGF29R,B00005JMCW,1508976000,2017-10-26
122,5.0,AKFH4E4XGF29R,B005G4FFBE,1508976000,2017-10-26
123,5.0,A1EO0NZ4Z057EE,0375810331,1518307200,2018-02-11
124,5.0,A1EO0NZ4Z057EE,6303394345,1518307200,2018-02-11
125,5.0,A1EO0NZ4Z057EE,6304907729,1518307200,2018-02-11
126,5.0,A1EO0NZ4Z057EE,B000NTPDSW,1518307200,2018-02-11
127,5.0,A1EO0NZ4Z057EE,B00WRNGTRG,1518307200,2018-02-11
128,5.0,A2J1IBVM8XEM2,0764003828,1512086400,2017-12-01
129,5.0,A2J1IBVM8XEM2,0792151712,1500768000,2017-07-23
130,5.0,A2J1IBVM8XEM2,6302787068,1505692800,2017-09-18
131,5.0,A2J1IBVM8XEM2,B000068WS6,1511740800,2017-11-27
132,5.0,A2J1IBVM8XEM2,B003NFM3JK,1500768000,2017-07-23
133,5.0,A2J1IBVM8XEM2,B0049TC8CQ,1505692800,2017-09-18
134,5.0,A2J1IBVM8XEM2,B005MYEQ4U,1503446400,2017-08-23
135,5.0,A2J1IBVM8XEM2,B007EQR970,1512086400,2017-12-01
136,5.0,A2J1IBVM8XEM2,B00AT6NUN4,1505692800,2017-09-18
137,5.0,A2J1IBVM8XEM2,B00BHK99JU,1500768000,2017-07-23
138,5.0,A2J1IBVM8XEM2,B00L9OPDA8,1511740800,2017-11-27
139,5.0,A2J1IBVM8XEM2,B00PC1FD9U,1505692800,2017-09-18
140,5.0,A2J1IBVM8XEM2,B015HM3E8K,1500768000,2017-07-23
141,5.0,A2J1IBVM8XEM2,B01BTDOSTK,1500768000,2017-07-23
142,5.0,A2I4ZB2773CMEA,0764003828,1503360000,2017-08-22
143,5.0,A2I4ZB2773CMEA,0792846133,1503360000,2017-08-22
144,5.0,A2I4ZB2773CMEA,B00LE36FZ6,1503360000,2017-08-22
145,5.0,A2IR9C6MF3RCH1,0764003828,1522022400,2018-03-26
146,5.0,A2IR9C6MF3RCH1,B00L9OPIDU,1522022400,2018-03-26
147,5.0,A2IR9C6MF3RCH1,B011LV3GJI,1526947200,2018-05-22
148,5.0,A2IR9C6MF3RCH1,B015UE84BC,1522022400,2018-03-26
149,5.0,A22D39U0CDCYE2,0767023765,1513036800,2017-12-12
150,5.0,A22D39U0CDCYE2,B001TOD6N4,1513036800,2017-12-12
151,5.0,A22D39U0CDCYE2,B0083TUE7E,1513036800,2017-12-12
152,5.0,AZY3B95680TUC,0767023765,1503964800,2017-08-29
153,5.0,AZY3B95680TUC,B0001DMXEC,1503964800,2017-08-29
154,5.0,AZY3B95680TUC,B001G619C0,1503964800,2017-08-29
155,5.0,AZY3B95680TUC,B00O4ZC57I,1503964800,2017-08-29
156,5.0,A1LA4SAWRSXR9X,0767023765,1502668800,2017-08-14
157,5.0,A1LA4SAWRSXR9X,6303682952,1502668800,2017-08-14
158,5.0,A1LA4SAWRSXR9X,B00MARZSW6,1502668800,2017-08-14
159,5.0,ANMBS9H7A22FJ,0767023765,1499040000,2017-07-03
160,5.0,ANMBS9H7A22FJ,B0049TC8CQ,1499040000,2017-07-03
161,5.0,ANMBS9H7A22FJ,B004YDSNMQ,1499040000,2017-07-03
162,5.0,ANMBS9H7A22FJ,B008XAT0ZU,1499040000,2017-07-03
163,5.0,ANMBS9H7A22FJ,B0093DFM8A,1499040000,2017-07-03
164,5.0,A21U3WUMSXT1NU,0767023765,1524614400,2018-04-25
165,5.0,A21U3WUMSXT1NU,6302098440,1524614400,2018-04-25
166,5.0,A21U3WUMSXT1NU,6302689724,1524614400,2018-04-25
167,5.0,A21U3WUMSXT1NU,6303382940,1524614400,2018-04-25
168,5.0,A21U3WUMSXT1NU,6305364206,1512259200,2017-12-03
169,5.0,A21U3WUMSXT1NU,B00005JPKE,1512259200,2017-12-03
170,5.0,A21U3WUMSXT1NU,B00008MTW7,1525132800,2018-05-01
171,5.0,A21U3WUMSXT1NU,B0009ML2KQ,1524614400,2018-04-25
172,5.0,A21U3WUMSXT1NU,B000K7VHNW,1524614400,2018-04-25
173,5.0,A21U3WUMSXT1NU,B0014BQR1A,1524614400,2018-04-25
174,5.0,A21U3WUMSXT1NU,B001EAWMGA,1524614400,2018-04-25
175,5.0,A21U3WUMSXT1NU,B002O3Z4WU,1524614400,2018-04-25
176,5.0,A21U3WUMSXT1NU,B002UZCJ8Y,1524614400,2018-04-25
177,5.0,A21U3WUMSXT1NU,B0036BDQ7E,1524614400,2018-04-25
178,5.0,A21U3WUMSXT1NU,B0039USJBK,1524614400,2018-04-25
179,5.0,A3P9FTSNANR8LM,0767023765,1521244800,2018-03-17
180,5.0,A3P9FTSNANR8LM,6304383169,1519516800,2018-02-25
181,5.0,A3P9FTSNANR8LM,B00004UB6S,1512000000,2017-11-30
182,5.0,A3B476AMTN1PCS,0767023765,1514937600,2018-01-03
183,5.0,A3B476AMTN1PCS,B00Q5NNMEW,1510444800,2017-11-12
184,5.0,A3B476AMTN1PCS,B00XLX0Z62,1514937600,2018-01-03
185,5.0,ACCJ216HIVI6R,0767803434,1508716800,2017-10-23
186,5.0,ACCJ216HIVI6R,0783234287,1515283200,2018-01-07
187,5.0,ACCJ216HIVI6R,079072961X,1508716800,2017-10-23
188,5.0,ACCJ216HIVI6R,6300215695,1515283200,2018-01-07
189,5.0,ACCJ216HIVI6R,630339406X,1508716800,2017-10-23
190,5.0,ACCJ216HIVI6R,B00005JMQW,1500249600,2017-07-17
191,5.0,ACCJ216HIVI6R,B00005JPFH,1500249600,2017-07-17
192,5.0,ACCJ216HIVI6R,B00NALHK8Q,1520035200,2018-03-03
193,5.0,A32XC5P9YISTH2,0767803434,1503878400,2017-08-28
194,5.0,A32XC5P9YISTH2,B000QCU9JO,1503878400,2017-08-28
195,5.0,A32XC5P9YISTH2,B002YU96JU,1503878400,2017-08-28
196,5.0,A3SHYTIYA8RRMJ,0767803434,1503360000,2017-08-22
197,5.0,A3SHYTIYA8RRMJ,0790733226,1525046400,2018-04-30
198,5.0,A3SHYTIYA8RRMJ,079072961X,1503360000,2017-08-22
199,5.0,A3SHYTIYA8RRMJ,0792845765,1503360000,2017-08-22
200,5.0,A3SHYTIYA8RRMJ,B00005JM5E,1503360000,2017-08-22
201,5.0,A3SHYTIYA8RRMJ,B00005O06W,1525046400,2018-04-30
202,5.0,A3SHYTIYA8RRMJ,B0007Z9R66,1525046400,2018-04-30
203,5.0,A3SHYTIYA8RRMJ,B000E33VY0,1525046400,2018-04-30
204,5.0,A3SHYTIYA8RRMJ,B000E5KJDE,1503360000,2017-08-22
205,5.0,A3SHYTIYA8RRMJ,B000NNUWZC,1525046400,2018-04-30
206,5.0,A3SHYTIYA8RRMJ,B000QXDG4S,1525046400,2018-04-30
207,5.0,A3SHYTIYA8RRMJ,B000TGGJKU,1525046400,2018-04-30
208,5.0,A3SHYTIYA8RRMJ,B000Y5JFNY,1525046400,2018-04-30
209,5.0,A3SHYTIYA8RRMJ,B000Y5JFNY,1525046400,2018-04-30
210,5.0,A3SHYTIYA8RRMJ,B00177Y9ZC,1525046400,2018-04-30
211,5.0,A3SHYTIYA8RRMJ,B001DJLD26,1503360000,2017-08-22
212,5.0,A3SHYTIYA8RRMJ,B001ED8QRQ,1525046400,2018-04-30
213,5.0,A3SHYTIYA8RRMJ,B001GCUO16,1503360000,2017-08-22
214,5.0,A20GHWCXICZZFJ,0767803434,1502582400,2017-08-13
215,5.0,A20GHWCXICZZFJ,6300216179,1513641600,2017-12-19
216,5.0,A20GHWCXICZZFJ,B00005JPXS,1513468800,2017-12-17
217,5.0,A20GHWCXICZZFJ,B00005JPH2,1511913600,2017-11-29
218,5.0,A20GHWCXICZZFJ,6305836663,1514246400,2017-12-26
219,5.0,A20GHWCXICZZFJ,B001GCUNZI,1502582400,2017-08-13
220,5.0,A20GHWCXICZZFJ,B001LF347E,1513728000,2017-12-20
221,5.0,A20GHWCXICZZFJ,B008U1ANHG,1513641600,2017-12-19
222,5.0,A20GHWCXICZZFJ,B00KKZ4K1A,1513728000,2017-12-20
223,5.0,A20GHWCXICZZFJ,B00LOCL89A,1512345600,2017-12-04
224,5.0,A20GHWCXICZZFJ,B00O1D3C3E,1512604800,2017-12-07
225,5.0,A20GHWCXICZZFJ,B0112HPX1K,1513728000,2017-12-20
226,5.0,A20GHWCXICZZFJ,B014DMSGVU,1514246400,2017-12-26
227,5.0,A20GHWCXICZZFJ,B01723F80E,1508284800,2017-10-18
228,5.0,A20GHWCXICZZFJ,B017RR6NFE,1499904000,2017-07-13
229,5.0,A20GHWCXICZZFJ,B018TNBX50,1512691200,2017-12-08
230,5.0,A20GHWCXICZZFJ,B01D5MQPNU,1508803200,2017-10-24
231,5.0,AE2SDFQQCDLED,0767803434,1501718400,2017-08-03
232,5.0,AE2SDFQQCDLED,079072961X,1501718400,2017-08-03
233,5.0,AE2SDFQQCDLED,B00006G8K6,1500076800,2017-07-15
234,5.0,AE2SDFQQCDLED,B00006JDVX,1519430400,2018-02-24
235,5.0,AE2SDFQQCDLED,B003UESJME,1504656000,2017-09-06
236,5.0,A1P7KEQSPYUON8,0767803434,1501027200,2017-07-26
237,5.0,A1P7KEQSPYUON8,6303610811,1501027200,2017-07-26
238,5.0,A1P7KEQSPYUON8,B00004Z4WR,1501027200,2017-07-26
239,5.0,A1P7KEQSPYUON8,B00005JNTU,1501027200,2017-07-26
240,5.0,A1P7KEQSPYUON8,B002UZCJ8Y,1501027200,2017-07-26
241,5.0,A2W1T5T9S3LKQ9,0767803434,1500595200,2017-07-21
242,5.0,A2W1T5T9S3LKQ9,B00005JN2Z,1500595200,2017-07-21
243,5.0,A2W1T5T9S3LKQ9,B000RETOHY,1501804800,2017-08-04
244,5.0,A2W1T5T9S3LKQ9,B0014E29TQ,1506124800,2017-09-23
245,5.0,A2W1T5T9S3LKQ9,B00388PK7O,1501804800,2017-08-04
246,5.0,A2ZTDJVMNQ8FIQ,0767803434,1499212800,2017-07-05
247,5.0,A2ZTDJVMNQ8FIQ,0780622383,1499212800,2017-07-05
248,5.0,A2ZTDJVMNQ8FIQ,0790732181,1499212800,2017-07-05
249,5.0,A2ZTDJVMNQ8FIQ,079072961X,1499212800,2017-07-05
250,5.0,A2ZTDJVMNQ8FIQ,6300214117,1499212800,2017-07-05
251,5.0,A2ZTDJVMNQ8FIQ,6300216977,1499212800,2017-07-05
252,5.0,A2ZTDJVMNQ8FIQ,6301390725,1499212800,2017-07-05
253,5.0,A2ZTDJVMNQ8FIQ,630211702X,1499212800,2017-07-05
254,5.0,A2ZTDJVMNQ8FIQ,6303153305,1499212800,2017-07-05
255,5.0,A2ZTDJVMNQ8FIQ,6303442277,1499212800,2017-07-05
256,5.0,A2ZTDJVMNQ8FIQ,6303433782,1499212800,2017-07-05
257,5.0,A2ZTDJVMNQ8FIQ,6303890423,1499212800,2017-07-05
258,5.0,A2ZTDJVMNQ8FIQ,6304044836,1499212800,2017-07-05
259,5.0,A2ZTDJVMNQ8FIQ,6304416415,1499212800,2017-07-05
260,5.0,A2ZTDJVMNQ8FIQ,B00004W46I,1499212800,2017-07-05
261,5.0,A2ZTDJVMNQ8FIQ,B00005JLT5,1499212800,2017-07-05
262,5.0,A2ZTDJVMNQ8FIQ,B00005JN0T,1499212800,2017-07-05
263,5.0,A2ZTDJVMNQ8FIQ,B00006FDCP,1499212800,2017-07-05
264,5.0,A2ZTDJVMNQ8FIQ,B0009TIAI6,1525910400,2018-05-10
265,5.0,A2ZTDJVMNQ8FIQ,B000FIHN52,1499212800,2017-07-05
266,5.0,A2ZTDJVMNQ8FIQ,B005QODEEE,1499212800,2017-07-05
267,5.0,A2NWB0R2Z422NJ,0767803434,1525219200,2018-05-02
268,5.0,A2NWB0R2Z422NJ,6302254132,1525219200,2018-05-02
269,5.0,A2NWB0R2Z422NJ,6302289017,1525219200,2018-05-02
270,5.0,A2NWB0R2Z422NJ,B000006GDA,1525219200,2018-05-02
271,5.0,A2NWB0R2Z422NJ,B00004YA66,1525219200,2018-05-02
272,5.0,A2NWB0R2Z422NJ,B004ZKKKXI,1525219200,2018-05-02
273,5.0,A2NWB0R2Z422NJ,B00OV3VGP0,1525219200,2018-05-02
274,5.0,AS982O3J5RMG,0767803434,1523664000,2018-04-14
275,5.0,AS982O3J5RMG,B000P0I4O4,1521590400,2018-03-21
276,5.0,AS982O3J5RMG,B0012QCZ5O,1521849600,2018-03-24
277,5.0,AS982O3J5RMG,B001L2ZSKS,1523664000,2018-04-14
278,5.0,AS982O3J5RMG,B003A8FET6,1526083200,2018-05-12
279,5.0,AS982O3J5RMG,B00LZUYM80,1531526400,2018-07-14
280,5.0,AS982O3J5RMG,B01AD981SU,1531526400,2018-07-14
281,5.0,AS982O3J5RMG,B01DDUUSR8,1521504000,2018-03-20
282,5.0,A10B9KOZ32ZPB3,0767803434,1523577600,2018-04-13
283,5.0,A10B9KOZ32ZPB3,0788814664,1523577600,2018-04-13
284,5.0,A10B9KOZ32ZPB3,6302797675,1523577600,2018-04-13
285,5.0,A10B9KOZ32ZPB3,6304039530,1523577600,2018-04-13
286,5.0,A10B9KOZ32ZPB3,6304359659,1523577600,2018-04-13
287,5.0,A10B9KOZ32ZPB3,6305678715,1523577600,2018-04-13
288,5.0,A10B9KOZ32ZPB3,B000FTCLQM,1523577600,2018-04-13
289,5.0,A10B9KOZ32ZPB3,B004EPYZP8,1523577600,2018-04-13
290,5.0,A3FPTII72GH2FA,0767803434,1522972800,2018-04-06
291,5.0,A3FPTII72GH2FA,6302109612,1521072000,2018-03-15
292,5.0,A3FPTII72GH2FA,B0000524E5,1523145600,2018-04-08
293,5.0,A3BXXXIVIAS85S,0767803434,1520726400,2018-03-11
294,5.0,A3BXXXIVIAS85S,079072961X,1520812800,2018-03-12
295,5.0,A3BXXXIVIAS85S,6300213986,1520812800,2018-03-12
296,5.0,A3BXXXIVIAS85S,6303027016,1520812800,2018-03-12
297,5.0,A67OQV2B7N18R,0767803434,1519084800,2018-02-20
298,5.0,A67OQV2B7N18R,6304233639,1519084800,2018-02-20
299,5.0,A67OQV2B7N18R,630468150X,1519084800,2018-02-20
300,5.0,A67OQV2B7N18R,B00XVJ3MW0,1505606400,2017-09-17
301,5.0,A15JTJXQXO22JJ,0767808673,1513814400,2017-12-21
302,5.0,A15JTJXQXO22JJ,B000WQW988,1513036800,2017-12-12
303,5.0,A15JTJXQXO22JJ,B002R0EIVI,1526428800,2018-05-16
304,5.0,A15JTJXQXO22JJ,B00LWLZVT6,1530748800,2018-07-05
305,5.0,A3VERGD86ECQI3,0767808673,1512950400,2017-12-11
306,5.0,A3VERGD86ECQI3,B0000DZ3EG,1512950400,2017-12-11
307,5.0,A3VERGD86ECQI3,B0024396EW,1512950400,2017-12-11
308,5.0,A3T7YW2434BGNM,0767808673,1510963200,2017-11-18
309,5.0,A3T7YW2434BGNM,0790740281,1512000000,2017-11-30
310,5.0,A3T7YW2434BGNM,B00KJ1DD4U,1529280000,2018-06-18
311,5.0,A3T7YW2434BGNM,B010CHR1ES,1529280000,2018-06-18
312,5.0,A32T8F0DE316CQ,0767808673,1509235200,2017-10-29
313,5.0,A32T8F0DE316CQ,6303142346,1518393600,2018-02-12
314,5.0,A32T8F0DE316CQ,6304707622,1518393600,2018-02-12
315,5.0,A32T8F0DE316CQ,B000EU1Q2W,1518393600,2018-02-12
316,5.0,A32T8F0DE316CQ,B001G0MFL0,1518393600,2018-02-12
317,5.0,A32T8F0DE316CQ,B00RCPFF06,1518393600,2018-02-12
318,5.0,ARXREZYWG7DCA,0767808673,1504828800,2017-09-08
319,5.0,ARXREZYWG7DCA,B00LOCLBVU,1504828800,2017-09-08
320,5.0,ARXREZYWG7DCA,B01690GTK4,1504828800,2017-09-08
321,5.0,A2Q5BLOZOWD1ZK,0767808673,1519948800,2018-03-02
322,5.0,A2Q5BLOZOWD1ZK,6302088593,1519862400,2018-03-01
323,5.0,A2Q5BLOZOWD1ZK,B00005JMJG,1507766400,2017-10-12
324,5.0,ANMFOF2FIRSZE,0767808673,1518998400,2018-02-19
325,5.0,ANMFOF2FIRSZE,630571312X,1518998400,2018-02-19
326,5.0,ANMFOF2FIRSZE,788370091X,1517184000,2018-01-29
327,5.0,ANMFOF2FIRSZE,B0018WUC9S,1517184000,2018-01-29
328,5.0,A1X428HQJSCW5S,0767809726,1523750400,2018-04-15
329,5.0,A1X428HQJSCW5S,6303581307,1523750400,2018-04-15
330,5.0,A1X428HQJSCW5S,B001AR0CWI,1523750400,2018-04-15
331,5.0,A3ONQ7MXJDUMI,0767809726,1505433600,2017-09-15
332,5.0,A3ONQ7MXJDUMI,6301640659,1505433600,2017-09-15
333,5.0,A3ONQ7MXJDUMI,B001N26GFM,1507766400,2017-10-12
334,5.0,A3ONQ7MXJDUMI,B001PMR2KS,1507766400,2017-10-12
335,5.0,A5RGNTKP1A87U,0767805534,1519862400,2018-03-01
336,5.0,A5RGNTKP1A87U,B00005NFYY,1519862400,2018-03-01
337,5.0,A5RGNTKP1A87U,B002AL2TYC,1519862400,2018-03-01
338,5.0,A5RGNTKP1A87U,B005FITIF0,1526860800,2018-05-21
339,5.0,A5RGNTKP1A87U,B005TK21WQ,1526860800,2018-05-21
340,5.0,A5RGNTKP1A87U,B006QWC2ZC,1526860800,2018-05-21
341,5.0,A5RGNTKP1A87U,B0070EUH1Q,1519862400,2018-03-01
342,5.0,A5RGNTKP1A87U,B009MO5E10,1519862400,2018-03-01
343,5.0,A5RGNTKP1A87U,B00BDZV4OW,1519862400,2018-03-01
344,5.0,A5RGNTKP1A87U,B00BDZV8TI,1519862400,2018-03-01
345,5.0,A5RGNTKP1A87U,B00BDZV4PQ,1519862400,2018-03-01
346,5.0,A5RGNTKP1A87U,B00IF0KAYS,1526860800,2018-05-21
347,5.0,A5RGNTKP1A87U,B013JA9TIG,1519862400,2018-03-01
348,5.0,A3J2YLFPO9FY6P,0767805534,1517184000,2018-01-29
349,5.0,A3J2YLFPO9FY6P,6303313345,1517184000,2018-01-29
350,5.0,A3J2YLFPO9FY6P,B00000K3AM,1517184000,2018-01-29
351,5.0,A3J2YLFPO9FY6P,B000E6EK3S,1524700800,2018-04-26
352,5.0,AK08AFV41SPW7,0767805534,1513296000,2017-12-15
353,5.0,AK08AFV41SPW7,6302413435,1513296000,2017-12-15
